"land","pm_name","pm_party","cabinet_name","year_start","year_end","party","year_next_election","cabinet_party","is_pm_party"
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"dp",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"dps",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"fdp",2022,1,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"fw",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"gb/bhe",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"gru",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"kpd",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"lin",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"lpd",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"nlp",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"pro",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"spd",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"sps",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"ssw",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"statt",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"wav",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier I",2014,2022,"zentrum",2022,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"bdv",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"bhe",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"bp",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"bsw",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"cdu",2018,1,1
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"cvp",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"dp",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"dps",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"fdp",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"fw",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"gb/bhe",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"gru",2018,1,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"kpd",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"lin",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"lpd",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"nlp",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"pro",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"spd",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"sps",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"ssw",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"statt",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"wav",2018,0,0
"he","Volker Bouffier","cdu","Kabinett Bouffier II",2014,2019,"zentrum",2018,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"bdv",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"bhe",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"bp",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"bsw",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"cdu",2017,1,1
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"cvp",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"dp",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"dps",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"fdp",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"fw",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"gb/bhe",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"gru",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"kpd",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"lin",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"lpd",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"nlp",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"pro",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"spd",2017,1,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"sps",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"ssw",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"statt",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"wav",2017,0,0
"sn","Stanislaw Tillich","cdu","Kabinett Tillich III",2014,2017,"zentrum",2017,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"bdv",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"bhe",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"bp",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"bsw",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"cdu",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"cvp",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"dp",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"dps",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"fdp",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"fw",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"gb/bhe",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"gru",2019,1,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"kpd",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"lin",2019,1,1
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"lpd",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"nlp",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"pro",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"spd",2019,1,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"sps",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"ssw",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"statt",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"wav",2019,0,0
"th","Bodo Ramelow","lin","Kabinett Ramelow I",2014,2020,"zentrum",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"bdv",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"bhe",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"bp",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"bsw",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"cdu",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"cvp",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"dp",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"dps",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"fdp",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"fw",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"gb/bhe",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"gru",2019,1,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"kpd",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"lin",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"lpd",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"nlp",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"pro",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"spd",2019,1,1
"hb","Carsten Sieling","spd","Sieling",2015,2019,"sps",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"ssw",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"statt",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"wav",2019,0,0
"hb","Carsten Sieling","spd","Sieling",2015,2019,"zentrum",2019,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"bdv",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"bhe",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"bp",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"bsw",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"cdu",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"cvp",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"dp",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"dps",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"fdp",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"fw",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"gb/bhe",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"gru",2018,1,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"kpd",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"lin",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"lpd",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"nlp",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"pro",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"spd",2018,1,1
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"sps",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"ssw",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"statt",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"wav",2018,0,0
"hh","Olaf Scholf","spd","Kabinett Scholz II",2015,2018,"zentrum",2018,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"bdv",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"bhe",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"bp",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"bsw",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"cdu",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"cvp",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"dp",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"dps",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"fdp",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"fw",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"gb/bhe",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"gru",2021,1,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"kpd",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"lin",2021,1,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"lpd",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"nlp",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"pro",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"spd",2021,1,1
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"sps",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"ssw",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"statt",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"wav",2021,0,0
"be","Michael Müller","spd","Kabinett Müller II",2016,2021,"zentrum",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"bdv",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"bhe",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"bp",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"bsw",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"cdu",2021,1,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"cvp",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"dp",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"dps",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"fdp",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"fw",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"gb/bhe",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"gru",2021,1,1
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"kpd",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"lin",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"lpd",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"nlp",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"pro",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"spd",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"sps",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"ssw",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"statt",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"wav",2021,0,0
"bw","Winfried Kretschmann","gru","Kabinett Kretschmann II",2016,2021,"zentrum",2021,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"bdv",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"bhe",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"bp",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"bsw",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"cdu",2017,1,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"cvp",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"dp",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"dps",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"fdp",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"fw",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"gb/bhe",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"gru",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"kpd",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"lin",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"lpd",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"nlp",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"pro",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"spd",2017,1,1
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"sps",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"ssw",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"statt",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"wav",2017,0,0
"mv","Erwin Sellering ","spd","Kabinett Sellering III",2016,2017,"zentrum",2017,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"bdv",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"bhe",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"bp",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"bsw",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"cdu",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"cvp",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"dp",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"dps",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"fdp",2021,1,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"fw",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"gb/bhe",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"gru",2021,1,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"kpd",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"lin",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"lpd",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"nlp",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"pro",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"spd",2021,1,1
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"sps",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"ssw",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"statt",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"wav",2021,0,0
"rp","Malu Dreyer","spd","Dreyer II",2016,2021,"zentrum",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"bdv",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"bhe",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"bp",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"bsw",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"cdu",2021,1,1
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"cvp",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"dp",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"dps",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"fdp",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"fw",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"gb/bhe",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"gru",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"kpd",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"lin",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"lpd",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"nlp",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"pro",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"spd",2021,1,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"sps",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"ssw",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"statt",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"wav",2021,0,0
"st","Reiner Haseloff","cdu","Kabinett Haseloff II",2016,2021,"zentrum",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"bdv",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"bhe",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"bp",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"bsw",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"cdu",2021,1,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"cvp",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"dp",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"dps",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"fdp",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"fw",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"gb/bhe",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"gru",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"kpd",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"lin",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"lpd",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"nlp",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"pro",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"spd",2021,1,1
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"sps",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"ssw",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"statt",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"wav",2021,0,0
"mv","Manuela Schwesig ","spd","Kabinett Schwesig I",2017,2021,"zentrum",2021,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"bdv",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"bhe",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"bp",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"bsw",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"cdu",2022,1,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"cvp",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"dp",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"dps",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"fdp",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"fw",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"gb/bhe",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"gru",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"kpd",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"lin",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"lpd",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"nlp",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"pro",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"spd",2022,1,1
"ni","Stephan Weil","spd","Weil II",2017,2022,"sps",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"ssw",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"statt",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"wav",2022,0,0
"ni","Stephan Weil","spd","Weil II",2017,2022,"zentrum",2022,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"bdv",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"bhe",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"bp",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"bsw",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"cdu",2021,1,1
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"cvp",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"dp",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"dps",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"fdp",2021,1,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"fw",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"gb/bhe",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"gru",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"kpd",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"lin",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"lpd",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"nlp",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"pro",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"spd",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"sps",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"ssw",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"statt",2021,0,0
"nw","Armin Laschet","cdu","Kabinett Laschet",2017,2021,"wav",2021,0,0
